Movie ID,Title,Year,Rated,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metacritic Rating,IMDb Rating,IMDb Votes,IMDb ID
The Browning Version-1951,The Browning Version,1951,APPROVED,90 min,Drama,Anthony Asquith,"Terence Rattigan (by), Terence Rattigan (screenplay)","Michael Redgrave, Jean Kent, Nigel Patrick, Wilfrid Hyde-White","Forced to retire from an English public school, an unpopular professor must confront his failure as a teacher and husband.",English,UK,Nominated for 2 BAFTA Film Awards. Another 7 wins & 1 nomination.,N/A,8.2,"3,601",tt0043362
A Bucket of Blood-1959,A Bucket of Blood,1959,Approved,66 min,"Comedy, Crime, Horror",Roger Corman,Charles B. Griffith (screenplay),"Dick Miller, Barboura Morris, Antony Carbone, Julian Burton",A dim-witted busboy finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works.,English,USA,N/A,N/A,6.7,"5,419",tt0052655
The Buccaneer-1938,The Buccaneer,1938,APPROVED,126 min,"Adventure, Biography, Drama, History, War",Cecil B. DeMille,"Edwin Justus Mayer (screenplay), Harold Lamb (screenplay), C. Gardner Sullivan (screenplay), Jeanie Macpherson (adaptation), Lyle Saxon (novel)","Fredric March, Franciska Gaal, Akim Tamiroff, Margot Grahame",Semi-fictional account of pirate Jean Lafitte's involvement in the War of 1812.,"English, Spanish, French",USA,N/A,N/A,6.6,546,tt0029950
The Burmese Harp-1956,The Burmese Harp,1956,Not Rated,116 min,"Drama, Music, War",Kon Ichikawa,"Michio Takeyama (novel), Natto Wada","Rentarô Mikuni, Shôji Yasui, Jun Hamamura, Taketoshi Naitô","In the War's closing days, when a conscience-driven Japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a Buddhist monk.","Burmese, Japanese, English",Japan,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,N/A,8.1,"5,009",tt0049012
Cabin Fever-2002,Cabin Fever,2002,R,93 min,Horror,Eli Roth,"Eli Roth, Randy Pearlstein, Eli Roth (story)","Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent","Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",English,USA,3 wins & 12 nominations.,56,5.6,"71,159",tt0303816
The Cabinet of Dr. Caligari-1920,The Cabinet of Dr. Caligari,1920,Not Rated,67 min,"Fantasy, Horror, Mystery, Thriller",Robert Wiene,"Carl Mayer, Hans Janowitz","Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover","Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",German,Germany,1 nomination.,N/A,8.1,"51,724",tt0010323
The Kennel Murder Case-1933,The Kennel Murder Case,1933,Passed,73 min,"Crime, Mystery",Michael Curtiz,"S.S. Van Dine (by), Robert N. Lee (screen play), Peter Milne (screen play), Robert Presnell Sr. (adaptation)","William Powell, Mary Astor, Eugene Pallette, Ralph Morgan","Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.",English,USA,N/A,N/A,7.0,"2,728",tt0024210
Cape Fear-1962,Cape Fear,1962,Passed,106 min,"Drama, Thriller",J. Lee Thompson,"John D. MacDonald (novel), James R. Webb (screenplay)","Gregory Peck, Robert Mitchum, Polly Bergen, Lori Martin",A lawyer's family is stalked by a man he once helped put in jail.,English,USA,N/A,76,7.7,"24,548",tt0055824
The Captain's Table-1959,The Captain's Table,1959,N/A,90 min,Comedy,Jack Lee,"Bryan Forbes (screenplay), Richard Gordon (novel), Nicholas Phipps (screenplay), John Whiting (screenplay)","John Gregson, Peggy Cummins, Donald Sinden, Nadia Gray","A ship's captain is promoted by his company from tramp steamers to their flagship passenger liner. Although he is a thoroughly competent sailor ready to take charge of such a ship, he is ...",English,UK,N/A,N/A,7.0,264,tt0052672
Carnival of Souls-1962,Carnival of Souls,1962,PG,78 min,"Horror, Mystery",Herk Harvey,John Clifford (written),"Candace Hilligoss, Frances Feist, Sidney Berger, Art Ellison","After a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival.",English,USA,N/A,N/A,7.1,"18,274",tt0055830
Carrie-1976,Carrie,1976,R,98 min,Horror,Brian De Palma,"Stephen King (novel), Lawrence D. Cohen (screenplay)","Sissy Spacek, Piper Laurie, Amy Irving, William Katt","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",English,USA,Nominated for 2 Oscars. Another 3 wins & 5 nominations.,85,7.4,"157,455",tt0074285
The Cat and the Canary-1927,The Cat and the Canary,1927,UNRATED,108 min,"Comedy, Horror, Mystery",Paul Leni,"John Willard (from the stage play by), Robert F. Hill (adaptation), Alfred A. Cohn (adaptation), Alfred A. Cohn (scenario), Walter Anthony (titles)","Laura La Plante, Creighton Hale, Forrest Stanley, Tully Marshall",Relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.,English,USA,N/A,N/A,7.2,"2,235",tt0017739
Cat People-1942,Cat People,1942,Not Rated,73 min,"Fantasy, Horror, Thriller",Jacques Tourneur,DeWitt Bodeen,"Simone Simon, Kent Smith, Tom Conway, Jane Randolph",An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,"English, Czech, Serbian",USA,1 win & 3 nominations.,N/A,7.3,"18,257",tt0034587
Liliom-1930,Liliom,1930,N/A,94 min,Drama,Frank Borzage,"Ferenc Molnár (play), S.N. Behrman (screenplay), Sonya Levien (screenplay)","Charles Farrell, Rose Hobart, Estelle Taylor, H.B. Warner","Liliom, a merry-go-round barker at a Budapest amusement park, becomes enamored of Julie, a servant girl, and though under the influence of Madame Muskat, a sideshow entrepreneur, he marries...",English,USA,N/A,N/A,6.7,301,tt0021074
The Champ-1931,The Champ,1931,Passed,86 min,"Drama, Sport",King Vidor,"Frances Marion (story), Leonard Praskins (dialogue continuity), Wanda Tuchock (additional dialogue)","Wallace Beery, Jackie Cooper, Irene Rich, Roscoe Ates",An alcoholic ex-boxer struggles to provide a good living for his son.,English,USA,Won 2 Oscars. Another 3 nominations.,N/A,7.3,"2,464",tt0021730
Cheaper by the Dozen-1950,Cheaper by the Dozen,1950,Approved,86 min,"Comedy, Drama, Family",Walter Lang,"Lamar Trotti (screen play), Frank B. Gilbreth Jr. (based on the novel by), Ernestine Gilbreth Carey (based on the novel by)","Clifton Webb, Jeanne Crain, Myrna Loy, Betty Lynn","""Cheaper By the Dozen"", based on the real-life story of the Gilbreth family, follows them from Providence, Rhode Island to Montclair, New Jersey, and details the amusing anecdotes found in ...",English,USA,N/A,N/A,7.0,"4,323",tt0042327
Chicago-1927,Chicago,1927,N/A,118 min,"Comedy, Crime, Drama",Frank Urson,"Maurine Dallas Watkins (play), Lenore J. Coffee (screenplay), John W. Krafft (titles)","Phyllis Haver, Victor Varconi, Virginia Bradford, Robert Edeson","Based on a true crime story, the movie is about a wild jazz-loving and boozing wife Roxie Hart who kills her boyfriend in cold blood after he leaves her, and how she finagles her way out ...",English,USA,N/A,N/A,7.3,285,tt0017750
Child's Play-1988,Child's Play,1988,R,87 min,"Horror, Thriller",Tom Holland,"Don Mancini (story), Don Mancini (screenplay), John Lafia (screenplay), Tom Holland (screenplay)","Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif","A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",English,USA,2 wins & 3 nominations.,58,6.6,"81,608",tt0094862
These Three-1936,These Three,1936,PASSED,93 min,"Drama, Romance",William Wyler,Lillian Hellman (original story and screen play),"Miriam Hopkins, Merle Oberon, Joel McCrea, Catherine Doucet",Two school teachers and the man they both love face ruin when a malicious student cooks up a lie.,"English, German, French, Latin",USA,Nominated for 1 Oscar. Another 1 nomination.,N/A,7.6,"1,722",tt0028356
Scrooge; or Marley's Ghost-1901,Scrooge; or Marley's Ghost,1901,N/A,11 min,"Short, Drama, Fantasy",Walter R. Booth,Charles Dickens (novel),Daniel Smith,"It's Christmas Eve. The miser Scrooge and his assistant Bob Cratchit finish their work in the office and go home. When Scrooge is going to open his front door, he sees the face of Marley's ...",English,UK,N/A,N/A,5.6,254,tt0000370
Christmas in Connecticut-1945,Christmas in Connecticut,1945,Not Rated,101 min,"Comedy, Romance",Peter Godfrey,"Lionel Houser (screenplay), Adele Comandini (screenplay), Aileen Hamilton (story)","Barbara Stanwyck, Dennis Morgan, Sydney Greenstreet, Reginald Gardiner",A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.,"English, German",USA,N/A,N/A,7.4,"7,277",tt0037595
Cinderella-1950,Cinderella,1950,G,74 min,"Animation, Family, Fantasy, Musical, Romance","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Charles Perrault (from the original classic by), Bill Peet (story), Erdman Penner (story), Ted Sears (story), Winston Hibler (story), Homer Brightman (story), Harry Reeves (story), Ken Anderson (story), Joe Rinaldi (story)","Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",English,USA,Nominated for 3 Oscars. Another 6 wins & 4 nominations.,85,7.3,"135,653",tt0042332
Clash of the Titans-1981,Clash of the Titans,1981,PG,118 min,"Action, Adventure, Family, Fantasy",Desmond Davis,Beverley Cross,"Laurence Olivier, Claire Bloom, Maggie Smith, Ursula Andress",Perseus (Harry Hamlin) must battle Medusa and the Kraken to save the Princess Andromeda (Judi Bowker).,English,"UK, USA",2 wins & 6 nominations.,59,6.9,"38,491",tt0082186
Classmates-2006,Classmates,2006,N/A,175 min,"Drama, Mystery, Romance, Thriller",Lal Jose,James Albert,"Prithviraj Sukumaran, Indrajith Sukumaran, Kavya Madhavan, Narain","College classmates meet for a 10-year reunion, which does not go as smoothly as planned. Love is discovered, friendships are broken and secrets about tragic events in the past are revealed.",Malayalam,India,N/A,N/A,8.1,"2,481",tt0867145
The Window-1949,The Window,1949,Approved,73 min,"Drama, Film-Noir, Thriller",Ted Tetzlaff,"Mel Dinelli (screenplay), Cornell Woolrich (based on a story by: ""The Boy Cried Murder"")","Barbara Hale, Arthur Kennedy, Paul Stewart, Ruth Roman","To avoid the heat of a sweltering summer night a 9-year-old Manhattan boy decides to sleep on the fire escape and witnesses a murder, but no one will believe him.",English,USA,Nominated for 1 Oscar. Another 1 win & 2 nominations.,N/A,7.4,"3,031",tt0042046
The Computer Wore Tennis Shoes-1969,The Computer Wore Tennis Shoes,1969,G,91 min,"Comedy, Family, Sci-Fi",Robert Butler,Joseph L. McEveety,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert","At Medfield College, an accident with a donated computer gives Dexter Riley the ability to remember any knowledge learned instantly and perfectly.",English,USA,N/A,54,6.1,"4,023",tt0065566
Cousin cousine-1975,Cousin cousine,1975,R,95 min,"Comedy, Romance",Jean-Charles Tacchella,"Jean-Charles Tacchella, Danièle Thompson","Marie-France Pisier, Victor Lanoux, Marie-Christine Barrault, Guy Marchand","Two distant cousins meet at a wedding banquet for an elderly couple. Over time, a close friendship develops between them, but their spouses begin to think that they are more than just friends.",French,France,Nominated for 3 Oscars. Another 5 wins & 6 nominations.,N/A,6.7,"1,336",tt0072826
Conan the Barbarian-1982,Conan the Barbarian,1982,R,129 min,"Action, Adventure, Fantasy",John Milius,"Robert E. Howard (based on the character created by), John Milius, Oliver Stone","Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman","A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.",English,"USA, Spain, Mexico",Won 1 Golden Globe. Another 1 win & 9 nominations.,43,6.9,"131,149",tt0082198
Monte Cristo-1922,Monte Cristo,1922,PASSED,100 min,"Drama, Romance",Emmett J. Flynn,"Alexandre Dumas (novel), Charles Fechter (additional story), Bernard McConville, Tom Miranda (title), Sandro Salvini (story)","John Gilbert, Estelle Taylor, Robert McKim, William V. Mong","A film adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the ...",N/A,USA,N/A,N/A,7.6,249,tt0013402
Big Deal on Madonna Street-1958,Big Deal on Madonna Street,1958,Not Rated,106 min,"Comedy, Crime",Mario Monicelli,"Agenore Incrocci (story), Furio Scarpelli (story), Agenore Incrocci (screenplay), Furio Scarpelli (screenplay), Suso Cecchi D'Amico (screenplay), Mario Monicelli (screenplay)","Vittorio Gassman, Renato Salvatori, Memmo Carotenuto, Rossana Rory",A motley quintet of inept small-time thieves attempt the burglary of a local pawnshop in this Italian farce.,Italian,Italy,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,N/A,8.0,"8,232",tt0052216
The Crazies-1973,The Crazies,1973,R,103 min,"Action, Horror, Sci-Fi",George A. Romero,"Paul McCollough (based on a script by), George A. Romero (screenplay)","Lane Carroll, Will MacMillan, Harold Wayne Jones, Lloyd Hollar","The military attempts to contain a manmade combat virus that causes death and permanent insanity in those infected, as it overtakes a small Pennsylvania town.",English,USA,N/A,63,6.1,"10,139",tt0069895
The Mayor of Hell-1933,The Mayor of Hell,1933,TV-PG,90 min,"Crime, Drama, Romance","Archie Mayo, Michael Curtiz","Edward Chodorov (screen play), Islin Auster (based on a story by)","James Cagney, Madge Evans, Arthur Byron, Allen Jenkins","Five members of a teen-age gang, including leader Jimmy Smith, are sent to the State Reformatory, presided over by the melodramatically callous Thompson. Soon, Patsy Gargan, a former ...","English, Italian, Yiddish",USA,N/A,N/A,7.0,"1,105",tt0024314
Darah dan Doa-1950,Darah dan Doa,1950,N/A,150 min,Drama,Usmar Ismail,Usmar Ismail,"Ella Bergen, Faridah, R.D. Ismail, Del Juzar",It tells the story of an Indonesian revolutionary who falls in love with one of his Dutch prisoners.,Indonesian,Indonesia,N/A,N/A,6.6,19,tt0042378
Dark Victory-1939,Dark Victory,1939,Approved,104 min,"Drama, Romance",Edmund Goulding,"Casey Robinson (screen play), George Emerson Brewer Jr. (from the play by), Bertram Bloch (from the play by)","Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald","A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",English,USA,Nominated for 3 Oscars. Another 2 wins & 1 nomination.,N/A,7.6,"9,272",tt0031210
Dark Water-2002,Dark Water,2002,PG-13,101 min,"Drama, Horror, Mystery, Thriller",Hideo Nakata,"Kôji Suzuki (novel), Ken'ichi Suzuki (screenplay), Yoshihiro Nakamura (screenplay)","Hitomi Kuroki, Rio Kanno, Mirei Oguchi, Asami Mizukawa",A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.,Japanese,Japan,6 wins & 1 nomination.,N/A,6.7,"28,269",tt0308379
